,Unnamed: 0,zipcode,property_tax,owner_occupied,renter_occupied,total_vacant,total_dwellings,studio_rent,one_bed_rent,two_bed_rent,three_bed_rent,four_bed_rent,fte_employed,unemployed,average_income,projected_income,expense_index,average_commute,crime_index
451,97,33841,1238,2306,818,692,3817,794,799,1023,1375,1764,1413,626,57232,63304,102,30,271
452,98,33843,1162,3001,901,1585,5488,794,799,1023,1375,1764,1788,594,56561,62578,91,27,194
453,99,33844,2048,11259,4914,5705,21878,794,799,1023,1375,1764,8307,2008,55173,61635,94,29,275
454,100,33847,1093,54,17,11,82,794,799,1023,1375,1764,38,15,58266,64424,101,32,413
455,101,33848,1640,296,99,285,680,1055,1140,1321,1713,2057,1003,191,63436,71345,91,25,431
456,102,33849,1493,241,52,35,328,794,799,1023,1375,1764,86,42,63575,70400,111,31,220
457,0,33850,1576,2615,964,770,4350,794,799,1023,1375,1764,1684,466,58788,64956,85,30,198
458,1,33851,1755,354,86,70,510,794,799,1023,1375,1764,474,58,60688,67102,93,25,90
459,2,33853,1297,2810,2157,931,5899,794,799,1023,1375,1764,8161,1591,57606,63765,88,22,509
460,3,33854,695,73,76,126,275,794,799,1023,1375,1764,0,0,47538,52563,60,30,161
461,4,33855,1555,17,2,11,29,794,799,1023,1375,1764,0,0,53459,59109,81,34,161
462,5,33856,0,201,207,345,753,794,799,1023,1375,1764,0,0,47538,52563,55,30,161
463,6,33857,1239,726,171,375,1272,575,661,871,1100,1183,220,13,44564,49068,75,28,148
464,7,33859,2485,3354,1314,1024,5692,794,799,1023,1375,1764,3568,842,51454,57027,83,24,188
465,8,33860,1544,6986,2429,1226,10641,794,799,1023,1375,1764,7751,1663,64919,71955,104,28,132
466,9,33865,1367,218,87,36,342,565,569,750,972,1168,100,48,53001,60347,97,25,261
467,10,33867,706,38,8,31,77,794,799,1023,1375,1764,3,2,71102,78616,65,24,155
468,11,33868,1592,3494,785,807,5086,794,799,1023,1375,1764,1257,550,63008,69581,96,31,99
469,12,33870,1113,6796,3051,3125,12972,575,661,871,1100,1183,11046,894,47580,52575,76,20,194
470,13,33872,1350,5575,1289,1759,8624,575,661,871,1100,1183,3026,211,56354,62292,76,19,123
471,14,33873,1240,2934,1576,695,5206,565,569,750,972,1168,4364,534,56587,64385,110,26,275
472,15,33875,1481,4357,788,896,6041,575,661,871,1100,1183,963,165,65706,72490,84,21,97
473,16,33876,1310,1821,471,713,3004,575,661,871,1100,1183,669,64,52153,57508,80,22,154
474,17,33877,852,76,44,26,147,794,799,1023,1375,1764,123,47,44884,49628,72,23,102
475,18,33880,1437,10183,4985,2592,17760,794,799,1023,1375,1764,16101,2089,58728,64931,98,24,295
476,0,33881,1729,10803,5002,3172,18976,794,799,1023,1375,1764,10494,2689,55876,61894,82,24,390
477,1,33884,2243,10382,3252,2422,16056,794,799,1023,1375,1764,5716,1377,73153,80873,88,22,123
478,2,33890,1140,1192,306,296,1794,565,569,750,972,1168,546,178,59028,67122,113,26,124
479,3,33896,3025,3004,1457,4059,8520,794,799,1023,1375,1764,2020,579,72348,80080,94,29,182
480,4,33897,2462,5240,1870,6679,13789,794,799,1023,1375,1764,2703,1031,68277,75679,96,28,129
481,5,33898,1469,5946,1658,3001,10606,794,799,1023,1375,1764,2252,1078,60241,66621,85,28,257
482,6,33901,2582,4494,5116,2598,12208,931,951,1197,1559,1762,26360,991,65063,74599,75,22,550
483,7,33903,1782,9115,2840,4247,16203,931,951,1197,1559,1762,7112,1471,57582,65927,71,22,145
484,8,33904,3572,11647,3879,5766,21292,931,951,1197,1559,1762,9707,1400,71894,81921,79,24,132
485,9,33905,2234,9122,4456,3888,17466,931,951,1197,1559,1762,11585,1938,64961,74832,92,28,226
486,10,33907,1626,5651,6299,3544,15494,931,951,1197,1559,1762,20437,1186,58078,65950,74,21,194
487,11,33909,2623,7348,3573,2505,13426,931,951,1197,1559,1762,5490,2412,62332,71166,99,26,151
488,12,33913,4897,9895,3270,5737,18902,931,951,1197,1559,1762,22304,1222,110007,125050,92,27,461
489,13,33914,4764,13658,4513,5847,24018,931,951,1197,1559,1762,5816,1382,85058,96928,93,25,85
490,14,33916,2088,5183,5811,3693,14687,931,951,1197,1559,1762,11562,1533,52622,60332,89,23,534
491,15,33917,1873,12030,2403,4550,18983,931,951,1197,1559,1762,5079,1230,60767,69353,77,27,163
492,16,33919,2199,11648,4119,4819,20587,931,951,1197,1559,1762,13249,870,76890,87777,73,19,204
493,17,33920,2857,2330,561,585,3475,931,951,1197,1559,1762,584,269,92794,105582,96,34,130
494,18,33921,21479,811,96,1965,2872,931,951,1197,1559,1762,535,2,181592,206727,83,7,155
495,19,33922,2977,1626,377,973,2976,931,951,1197,1559,1762,332,119,60218,68595,77,28,194
496,20,33924,15327,298,135,3883,4317,931,951,1197,1559,1762,486,0,195417,222694,77,17,142
497,21,33928,3505,11052,2926,6706,20684,931,951,1197,1559,1762,10394,849,103709,118494,84,25,130
498,22,33930,2157,188,71,42,301,629,644,734,1050,1213,218,74,50772,57389,117,26,303
499,23,33931,5039,4320,1168,7496,12984,931,951,1197,1559,1762,4618,136,94157,107442,70,20,145
500,24,33935,1722,5262,2348,1848,9458,629,644,734,1050,1213,3991,1011,59896,67139,111,31,304
501,25,33936,1409,6612,2754,2398,11764,931,951,1197,1559,1762,3205,1244,52251,59625,82,28,165
502,26,33944,627,93,28,43,164,673,675,785,976,1114,5,4,60337,64733,90,36,140
503,27,33945,8100,29,4,364,396,931,951,1197,1559,1762,7,0,197467,225065,85,30,141
504,28,33946,6542,1245,177,1490,2912,799,866,1067,1506,1847,130,44,116756,132316,80,23,158
505,29,33947,3490,4199,863,1954,7016,799,866,1067,1506,1847,416,191,70380,80284,78,23,130
506,30,33948,2801,6293,1718,1918,9929,799,866,1067,1506,1847,6658,863,58106,65955,80,23,49
507,31,33950,4141,11133,2605,4821,18560,799,866,1067,1506,1847,9619,843,83733,95148,75,22,66
508,32,33952,2143,10154,3648,3352,17154,799,866,1067,1506,1847,16885,995,54223,61582,79,20,49
509,33,33953,3785,2845,561,1216,4621,799,866,1067,1506,1847,2705,463,78724,89103,82,24,151
510,34,33954,2557,3540,656,650,4846,799,866,1067,1506,1847,2019,291,66999,76070,92,22,59
511,35,33955,2921,4428,646,2097,7172,799,866,1067,1506,1847,944,214,89871,102557,79,28,84
512,36,33956,3171,1923,227,1314,3464,931,951,1197,1559,1762,616,156,81590,93105,70,26,142
513,37,33957,9699,3266,540,3849,7655,931,951,1197,1559,1762,3994,163,169285,192153,79,16,50
514,38,33960,987,253,64,140,457,575,661,871,1100,1183,153,19,55140,60695,88,28,134
515,39,33965,0,13,4,22,39,931,951,1197,1559,1762,309,104,114906,130965,75,11,247
516,40,33966,3089,3581,1475,1973,7030,931,951,1197,1559,1762,9047,132,96886,110950,87,18,242
517,41,33967,2560,7492,2892,1808,12192,931,951,1197,1559,1762,3675,1122,81671,93574,100,26,113
518,42,33971,1864,5505,2414,1972,9891,931,951,1197,1559,1762,5828,1318,59480,68022,110,27,153
519,43,33972,1949,3853,1353,1245,6451,931,951,1197,1559,1762,485,777,59878,68324,103,32,169
520,44,33973,2318,1658,2744,1078,5480,931,951,1197,1559,1762,936,1002,51265,58400,107,27,123
521,45,33974,1871,3548,1847,1816,7211,931,951,1197,1559,1762,559,1086,57499,65458,111,26,158
522,46,33976,1830,3440,1758,1351,6549,931,951,1197,1559,1762,104,718,57745,65855,113,28,167
523,47,33980,2191,4433,1514,2302,8249,799,866,1067,1506,1847,3850,394,60843,69358,73,21,76
524,48,33981,3455,5137,979,2223,8339,799,866,1067,1506,1847,1156,337,72504,82882,83,29,106
525,49,33982,2426,3702,747,1349,5798,799,866,1067,1506,1847,1900,347,66211,75419,80,29,102
526,50,33983,2844,5751,1737,2079,9568,799,866,1067,1506,1847,1497,553,72909,82568,84,22,63
527,51,33990,3000,8979,3879,2571,15429,931,951,1197,1559,1762,9127,1925,67968,77397,90,24,97
528,52,33991,3813,7275,2416,2156,11847,931,951,1197,1559,1762,5860,1340,81046,92860,100,24,127
529,53,33993,3455,7328,2936,2891,13154,931,951,1197,1559,1762,933,1361,74743,85290,102,29,133
530,54,34102,6902,3932,1420,3458,8810,948,1118,1376,1791,1922,18046,308,203031,259599,83,13,243
531,55,34103,9213,5195,1298,4192,10684,948,1118,1376,1791,1922,11209,376,162792,208521,83,16,256
532,56,34104,2108,7748,3738,4321,15807,948,1118,1376,1791,1922,12695,818,72943,92787,86,22,81
533,57,34108,9097,6750,1818,5360,13928,948,1118,1376,1791,1922,11008,307,167100,213493,84,19,191
534,58,34109,3825,7894,4612,3427,15934,948,1118,1376,1791,1922,20792,728,106185,135621,87,20,305
535,59,34110,4584,9753,2667,5412,17833,948,1118,1376,1791,1922,11658,919,119151,151495,82,22,110
536,60,34112,2101,9443,3425,5882,18750,948,1118,1376,1791,1922,9850,1032,76799,97829,80,22,158
537,61,34113,3821,8015,3152,5755,16922,948,1118,1376,1791,1922,6173,1275,90520,117019,96,22,314
538,62,34114,3139,7019,2398,7314,16732,948,1118,1376,1791,1922,3126,520,97300,125303,87,24,179
539,63,34116,1936,5090,4401,1243,10734,948,1118,1376,1791,1922,4440,2034,65727,83932,118,23,82
540,64,34117,2321,4395,905,643,5943,948,1118,1376,1791,1922,2484,216,84944,108400,120,32,81
541,65,34119,4276,10998,3491,4177,18666,948,1118,1376,1791,1922,9277,868,116299,149866,95,23,91
542,66,34120,3576,10583,2808,3974,17365,948,1118,1376,1791,1922,3305,1797,112256,144840,118,35,229
543,67,34134,6559,7143,1641,6548,15332,931,951,1197,1559,1762,14120,324,159699,184598,77,23,145
544,68,34137,607,62,14,49,125,948,1118,1376,1791,1922,8,1,66974,85496,157,25,161
545,69,34138,1230,87,28,100,215,948,1118,1376,1791,1922,58,5,81867,104508,88,19,161
546,70,34139,1865,138,44,159,342,948,1118,1376,1791,1922,205,18,81655,104200,87,19,161
547,71,34141,799,152,48,171,371,948,1118,1376,1791,1922,63,6,81536,103931,86,18,142
548,72,34142,2343,4794,4406,1574,10775,948,1118,1376,1791,1922,6273,4712,52808,67831,129,33,212
549,73,34201,5985,1590,357,564,2512,841,992,1275,1686,2030,2957,34,135449,160784,85,19,57
550,74,34202,6908,9055,2605,2093,13753,841,992,1275,1686,2030,6680,822,131936,157601,105,27,49
551,75,34203,2297,11550,4147,3637,19334,841,992,1275,1686,2030,10349,1224,68759,82123,92,22,143
552,76,34205,1583,7851,5608,3143,16602,841,992,1275,1686,2030,12366,1533,53219,63106,81,21,387
553,77,34207,1315,9260,5804,4338,19402,841,992,1275,1686,2030,7275,1769,50276,59760,76,21,140
554,78,34209,3005,11687,4121,3370,19177,841,992,1275,1686,2030,7549,1049,86380,102935,83,22,223
555,79,34210,2435,5029,3425,3392,11846,841,992,1275,1686,2030,3495,640,71163,84382,72,22,98
556,80,34211,5679,5145,1691,1272,8108,841,992,1275,1686,2030,2272,125,125215,148669,94,30,39
557,81,34212,4667,6914,2363,1549,10826,841,992,1275,1686,2030,1012,849,110931,131853,111,28,35
558,82,34215,4228,282,68,267,616,841,992,1275,1686,2030,136,68,80622,95758,72,25,254
559,83,34216,13037,497,130,686,1313,841,992,1275,1686,2030,296,35,125783,149329,78,26,213
560,84,34217,8213,1750,703,2576,5029,841,992,1275,1686,2030,1265,73,100166,118891,75,26,148
561,85,34219,3526,8547,1789,1272,11608,841,992,1275,1686,2030,1331,740,97435,115838,102,26,229
562,86,34221,2325,14924,4538,4867,24328,841,992,1275,1686,2030,10140,2074,77971,92371,94,22,244
563,87,34222,2024,5030,1427,1735,8192,841,992,1275,1686,2030,3050,440,68122,81068,82,23,175
564,88,34223,3197,7835,1890,4271,13997,841,992,1275,1686,2030,4343,807,74786,88291,73,23,32
565,89,34224,2459,6906,1750,3463,12120,799,866,1067,1506,1847,3330,615,63328,72326,73,23,82
566,90,34228,9552,3708,392,4541,8641,841,992,1275,1686,2030,3005,62,182322,217780,76,23,63
567,91,34229,5022,3018,460,716,4194,841,992,1275,1686,2030,2159,295,131973,156664,90,21,116
568,92,34231,2839,10192,5188,3436,18816,841,992,1275,1686,2030,14726,1041,75394,89732,76,19,64
569,93,34232,2168,10772,3861,1781,16414,841,992,1275,1686,2030,15280,1124,82434,98043,88,20,70
570,94,34233,2458,6626,2054,1194,9874,841,992,1275,1686,2030,9391,695,82835,98629,84,19,68
571,95,34234,2085,5273,3515,1921,10709,841,992,1275,1686,2030,8352,1146,51706,61369,81,19,325
572,96,34235,2246,4872,1612,1731,8215,841,992,1275,1686,2030,4064,367,78855,93684,79,20,40
573,97,34236,8215,4393,3094,3154,10641,841,992,1275,1686,2030,18731,437,111047,132283,67,18,702
574,98,34237,1759,3525,3295,1404,8223,841,992,1275,1686,2030,11796,491,54408,64587,80,21,269
575,99,34238,3472,8343,2873,2691,13907,841,992,1275,1686,2030,6623,784,108596,129522,76,21,26
576,100,34239,3806,4924,2243,1380,8547,841,992,1275,1686,2030,14465,653,93002,110086,81,18,387
577,101,34240,4595,5191,776,1507,7474,841,992,1275,1686,2030,14355,272,135244,160618,105,23,43
578,102,34241,3667,5099,831,1043,6972,841,992,1275,1686,2030,2198,339,104294,124323,100,23,42
579,103,34242,7151,3581,759,5033,9373,841,992,1275,1686,2030,2460,113,162833,193509,83,19,74
580,104,34243,2806,10622,3766,2274,16662,841,992,1275,1686,2030,18188,1285,78038,92703,81,20,97
581,105,34251,2998,2077,467,346,2890,841,992,1275,1686,2030,496,112,114291,137503,115,32,49
582,106,34266,1377,7529,3324,2268,13121,622,625,738,993,1106,6199,728,49686,56736,94,27,223
583,107,34268,851,49,16,9,74,622,625,738,993,1106,0,0,51698,58626,105,29,166
584,108,34269,2208,1764,293,905,2962,622,625,738,993,1106,1063,68,59845,68030,73,28,116
585,109,34275,4320,8220,1767,2540,12527,841,992,1275,1686,2030,6065,836,96196,114129,80,21,101
586,110,34285,3215,7924,2332,5047,15303,841,992,1275,1686,2030,11325,538,75087,89154,66,20,92
587,111,34286,2587,6227,1523,1107,8857,841,992,1275,1686,2030,947,523,75725,90004,104,28,97
588,112,34287,2048,9523,2747,3712,15982,841,992,1275,1686,2030,4611,824,65690,78036,79,28,72
589,113,34288,3008,3570,1456,1236,6262,841,992,1275,1686,2030,791,423,79800,94832,99,23,118
590,114,34289,3972,1085,431,362,1878,841,992,1275,1686,2030,778,168,79705,94726,92,24,107
0,0,34291,2871,2382,738,503,3624,841,992,1275,1686,2030,265,109,75445,89706,105,30,144
1,1,34292,3107,6706,1963,2028,10697,841,992,1275,1686,2030,9571,334,84943,101190,75,18,109
2,2,34293,2897,18400,4172,5608,28180,841,992,1275,1686,2030,8833,1546,82008,98992,78,22,33
3,3,34420,1415,5192,1937,1311,8439,692,757,939,1226,1356,3909,621,57093,63861,83,26,170
4,4,34428,1364,3438,982,1145,5566,659,679,895,1279,1550,4184,369,66431,73662,80,22,88
5,5,34429,1567,3189,804,1305,5299,659,679,895,1279,1550,3977,203,65772,72453,76,22,109
6,6,34432,1777,4790,1000,1075,6866,692,757,939,1226,1356,4210,444,56026,62644,78,29,60
7,7,34433,1202,2616,404,583,3603,659,679,895,1279,1550,235,201,67327,74587,87,31,71
8,8,34434,1208,3197,613,706,4517,659,679,895,1279,1550,581,443,54970,60799,86,27,34
9,9,34436,975,3225,526,890,4641,659,679,895,1279,1550,613,358,55160,61071,77,33,37
10,10,34442,1663,6432,1184,1972,9588,659,679,895,1279,1550,1766,484,64581,71354,78,28,35
11,11,34445,265,14,2,3,20,659,679,895,1279,1550,0,0,52050,57586,80,28,49
12,12,34446,1370,7035,1033,1549,9617,659,679,895,1279,1550,1387,587,52984,58684,77,28,25
13,13,34448,1383,3886,929,1502,6318,659,679,895,1279,1550,2237,363,51440,56887,79,26,32
14,14,34449,1246,1054,270,556,1881,553,557,734,1001,1149,463,134,42092,47167,72,31,17
15,15,34450,1236,4092,1104,1149,6346,659,679,895,1279,1550,3039,355,58616,65066,73,26,68
16,16,34452,1028,3961,982,782,5725,659,679,895,1279,1550,2986,274,48012,53126,79,26,50
17,17,34453,1197,3808,932,1250,5989,659,679,895,1279,1550,2633,310,53627,59345,80,25,55
18,18,34461,1538,4063,808,771,5642,659,679,895,1279,1550,3253,459,58541,64772,80,23,37
19,19,34465,1432,6401,1568,1272,9241,659,679,895,1279,1550,1251,823,52384,58084,76,22,25
20,20,34471,2161,6432,4257,1575,12264,692,757,939,1226,1356,19992,903,77926,87245,83,18,214
21,21,34472,1546,8479,2802,1869,13150,692,757,939,1226,1356,4288,1339,54626,61069,89,26,239
22,22,34473,1793,5829,1854,1384,9068,692,757,939,1226,1356,1715,704,62255,69732,96,29,54
23,23,34474,1921,4166,3347,1289,8801,692,757,939,1226,1356,29478,678,60946,68126,79,20,149
24,24,34475,1215,2379,1931,978,5288,692,757,939,1226,1356,7828,438,43636,48886,83,22,200
25,25,34476,1971,9342,1701,1541,12584,692,757,939,1226,1356,2715,646,65010,72816,80,23,71
26,26,34479,1473,4167,1114,641,5922,692,757,939,1226,1356,1836,379,57720,64593,86,23,187
27,27,34480,2237,5770,1911,1006,8687,692,757,939,1226,1356,3786,748,79300,88876,96,21,121
28,28,34481,1766,10776,1591,1795,14162,692,757,939,1226,1356,4727,262,58496,65363,66,28,59
29,29,34482,1990,6466,1895,1591,9952,692,757,939,1226,1356,6070,1170,61638,68811,82,24,322
30,30,34484,2183,1594,196,299,2090,716,718,946,1278,1283,2559,96,65433,77056,87,24,153
31,31,34488,1020,3591,893,1224,5708,692,757,939,1226,1356,1614,279,46628,52011,78,32,109
32,32,34491,1832,12759,2311,2737,17807,692,757,939,1226,1356,3834,681,60777,67864,77,27,69
33,33,34498,2142,196,39,133,367,553,557,734,1001,1149,65,31,48113,53934,71,40,18
34,34,34601,1611,7641,2738,2043,12422,989,1040,1271,1651,2028,9570,929,56713,62786,82,26,157
35,35,34602,1759,2912,545,477,3935,989,1040,1271,1651,2028,2519,271,68013,75029,93,37,134
36,36,34604,1778,3478,755,607,4840,989,1040,1271,1651,2028,2667,292,69839,76938,93,31,71
37,37,34606,1643,10028,2644,1904,14576,989,1040,1271,1651,2028,6317,719,52750,58186,78,30,121
38,38,34607,2699,3133,800,1207,5140,989,1040,1271,1651,2028,2075,163,67728,74798,80,29,158
39,39,34608,1754,10565,3265,1730,15560,989,1040,1271,1651,2028,3945,1455,53890,59437,85,27,99
40,40,34609,2215,14319,2931,2073,19323,989,1040,1271,1651,2028,7894,2189,66667,73577,93,29,79
41,41,34610,1726,4982,1074,723,6780,989,1040,1271,1651,2028,2003,920,64243,73059,96,37,38
42,42,34613,1577,8020,1082,1911,11012,989,1040,1271,1651,2028,6651,714,56770,62772,77,25,154
43,43,34614,1925,2806,515,710,4031,989,1040,1271,1651,2028,895,399,70010,77185,96,31,163
44,44,34637,4629,2136,406,543,3084,989,1040,1271,1651,2028,690,194,106177,119714,94,33,102
45,45,34638,4101,9008,2247,1049,12305,989,1040,1271,1651,2028,3045,796,107406,121425,113,36,68
46,46,34639,2969,9148,1871,880,11898,989,1040,1271,1651,2028,3045,902,93481,105490,108,34,81
47,47,34652,1761,8010,3894,3649,15553,989,1040,1271,1651,2028,10989,1008,59186,66846,77,28,70
48,48,34653,1387,9523,4581,2508,16611,989,1040,1271,1651,2028,8677,1315,52878,59669,77,26,72
49,49,34654,1831,7688,1873,1511,11072,989,1040,1271,1651,2028,5947,926,68050,77008,92,30,51
50,50,34655,2640,16571,3633,2401,22605,989,1040,1271,1651,2028,15062,934,83352,94950,90,31,53
51,51,34661,1016,83,15,20,118,989,1040,1271,1651,2028,37,31,63727,70050,87,29,112
52,52,34667,1590,13030,3838,4274,21142,989,1040,1271,1651,2028,8674,1466,54418,61381,76,28,73
53,53,34668,1236,13785,5744,4206,23735,989,1040,1271,1651,2028,11825,2144,46462,52414,80,26,69
54,54,34669,1726,5293,1229,1067,7588,989,1040,1271,1651,2028,2156,738,56419,63952,90,30,75
55,55,34677,3003,6765,2300,1198,10262,989,1040,1271,1651,2028,14493,1030,91074,105121,90,26,151
56,56,34679,1190,45,11,14,69,989,1040,1271,1651,2028,15,5,63981,72191,70,45,70
