,Zip_Code,Date_Code,Testing_Total_Sales,Testing_FHA_Count,Testing_Sale_Price,Total_Sales_Prediction,FHA_Count_Prediction,Sale_Price_Prediction,Total_ Sales_RMSLE,FHA_Count_RMSLE,Sale_Price_RMSLE
0,32003,202101.0,39.0,6.0,299900.0,46.486150315742634,7.030308852622511,298619.4271183163,0.35192399811743286,0.32892777003322476,0.09403692399842413
1,32003,202102.0,30.0,8.0,333800.0,46.31088149823972,7.919587447070626,299917.83188249916,0.35192399811743286,0.32892777003322476,0.09403692399842413
2,32003,202103.0,70.0,4.0,339950.0,46.39200460338725,7.691014474148687,300696.5686317757,0.35192399811743286,0.32892777003322476,0.09403692399842413
3,32003,202104.0,0.0,0.0,0.0,46.335468034726546,7.811788146610525,301194.1461407393,,,
4,32011,202101.0,28.0,4.0,220450.0,24.836820955018084,5.108163220386359,205008.52105388045,0.25068045144283135,0.15685847978934506,0.3130800409616
5,32011,202102.0,19.0,6.0,259000.0,22.880505165498107,5.43800843829672,208891.9375602156,0.25068045144283135,0.15685847978934506,0.3130800409616
6,32011,202103.0,15.0,6.0,129000.0,22.376126580377786,4.944128843877479,211096.13134790957,0.25068045144283135,0.15685847978934506,0.3130800409616
7,32011,202104.0,0.0,0.0,0.0,22.1226456732752,5.070670561143629,210159.94331666827,,,
8,32024,202101.0,35.0,2.0,148000.0,19.07398417301738,5.221415655488727,143293.8470551744,0.40650045247989713,0.4366361910247536,0.20783826806243644
9,32024,202102.0,32.0,7.0,222450.0,22.64759854091608,6.245919655971647,159107.08100938797,0.40650045247989713,0.4366361910247536,0.20783826806243644
