geoid,name,B11002001,"B11002001, Error",B11002002,"B11002002, Error",B11002003,"B11002003, Error",B11002004,"B11002004, Error",B11002005,"B11002005, Error",B11002006,"B11002006, Error",B11002007,"B11002007, Error",B11002008,"B11002008, Error",B11002009,"B11002009, Error",B11002010,"B11002010, Error",B11002011,"B11002011, Error",B11002012,"B11002012, Error"
86000US32563,"32563",25715,1124,22235,1233,18392,1131,18300,1130,92,71,1193,461,969,358,224,127,2650,596,2477,541,173,97,3480,458
86000US32564,"32564",2922,819,2651,857,2394,903,2380,902,14,23,127,117,127,117,0,14,130,155,130,155,0,14,271,156
86000US32565,"32565",4916,364,4122,382,3315,391,3271,384,44,42,271,183,240,157,31,39,536,202,515,197,21,30,794,184
86000US32566,"32566",40201,1454,35714,1551,29523,1635,29381,1614,142,108,1676,706,1568,668,108,136,4515,815,4149,743,366,186,4487,1040
86000US32567,"32567",3099,494,2592,482,1876,433,1853,430,23,18,151,112,151,112,0,14,565,196,540,191,25,26,507,104
86000US32568,"32568",2853,478,2601,468,2036,469,2021,466,15,22,452,250,423,247,29,29,113,92,113,92,0,14,252,98
86000US32569,"32569",12637,754,10008,736,7824,812,7663,795,161,136,827,414,730,359,97,101,1357,465,1230,417,127,97,2629,492
86000US32570,"32570",30966,1211,26019,1339,18570,1510,18312,1498,258,154,1350,505,1234,457,116,82,6099,961,5675,856,424,191,4947,666
86000US32571,"32571",35497,1289,32069,1439,25188,1425,24926,1409,262,158,2595,1016,2084,782,511,349,4286,1106,3822,922,464,361,3428,533
86000US32577,"32577",4390,636,3814,682,3201,619,3192,620,9,14,90,65,82,57,8,12,523,286,517,284,6,9,576,151
86000US32578,"32578",33098,847,29408,975,25167,1065,24869,1047,298,174,1244,438,1193,425,51,47,2997,586,2813,544,184,110,3690,468
86000US32579,"32579",10338,587,8376,662,6398,676,6262,618,136,121,639,272,529,223,110,84,1339,353,1257,320,82,59,1962,266
86000US32580,"32580",4304,245,3721,304,2252,559,2252,559,0,14,459,388,421,371,38,45,1010,554,879,461,131,144,583,233
86000US32583,"32583",23942,1067,20407,1335,15119,1369,15021,1370,98,122,1579,661,1498,653,81,75,3709,980,3344,895,365,155,3535,735
86000US32601,"32601",17864,1275,7265,1196,3725,676,3725,676,0,21,706,361,684,350,22,34,2834,1138,2678,1097,156,131,10599,992
86000US32603,"32603",3630,600,1314,375,952,305,910,286,42,68,123,141,123,141,0,19,239,182,239,182,0,19,2316,545
86000US32605,"32605",25394,1328,19234,1526,14386,1155,14338,1143,48,60,1059,415,974,380,85,77,3789,976,3575,914,214,131,6160,726
86000US32606,"32606",23328,1418,18235,1525,15067,1569,15030,1562,37,59,926,568,886,551,40,50,2242,668,2000,520,242,235,5093,968
86000US32607,"32607",29993,1677,17006,1368,10788,994,10642,985,146,104,964,553,860,453,104,115,5254,1067,5008,1041,246,141,12987,1311
86000US32608,"32608",48964,2067,30012,1953,20738,1801,20617,1784,121,106,2357,938,2199,900,158,97,6917,1372,6362,1271,555,250,18952,1197
86000US32609,"32609",17945,1184,12919,1335,7818,1170,7783,1180,35,54,864,423,788,408,76,49,4237,985,4159,969,78,65,5026,690
86000US32612,"32612",5,7,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,5,7
86000US32615,"32615",13611,786,11422,847,8836,923,8820,927,16,24,873,461,771,414,102,83,1713,600,1684,583,29,37,2189,416
86000US32616,"32616",1226,439,1123,473,912,482,912,482,0,14,60,94,30,49,30,46,151,152,151,152,0,14,103,100
86000US32617,"32617",4541,647,3874,638,2707,487,2691,480,16,25,416,332,379,298,37,62,751,354,716,340,35,42,667,205
86000US32618,"32618",8264,1376,7100,1439,4234,825,4113,785,121,139,1122,929,976,743,146,200,1744,681,1640,640,104,77,1164,221
86000US32619,"32619",5630,637,4891,681,3382,694,3312,660,70,69,171,101,158,98,13,19,1338,649,1149,544,189,126,739,198
86000US32621,"32621",4814,675,3849,755,2734,688,2666,683,68,103,257,164,217,139,40,35,858,433,782,413,76,60,965,300
86000US32622,"32622",1032,327,769,252,608,219,608,219,0,14,128,92,126,90,2,3,33,31,33,31,0,14,263,205
86000US32625,"32625",1668,253,1311,230,932,209,932,209,0,14,128,131,99,93,29,45,251,171,224,140,27,40,357,155
86000US32626,"32626",8761,721,7137,790,4798,747,4722,724,76,74,398,221,353,192,45,51,1941,423,1753,360,188,113,1624,287
86000US32628,"32628",3802,452,3186,499,2252,504,2251,503,1,2,128,117,96,87,32,40,806,293,706,233,100,97,616,205
86000US32631,"32631",155,98,89,74,89,74,89,74,0,14,0,14,0,14,0,14,0,14,0,14,0,14,66,71
86000US32639,"32639",194,123,131,132,131,132,131,132,0,14,0,14,0,14,0,14,0,14,0,14,0,14,63,60
86000US32640,"32640",11299,1169,9281,1213,6269,980,6241,981,28,36,792,333,677,273,115,78,2220,767,1994,705,226,124,2018,437
86000US32641,"32641",14333,1078,11649,996,4513,788,4283,702,230,244,1604,585,1568,583,36,35,5532,876,5355,834,177,137,2684,542
86000US32643,"32643",11638,841,9977,895,7579,871,7496,870,83,70,599,419,573,411,26,34,1799,467,1649,421,150,95,1661,306
86000US32648,"32648",392,206,381,206,345,194,345,194,0,14,36,59,21,35,15,25,0,14,0,14,0,14,11,11
86000US32653,"32653",14022,1013,11310,1128,8923,890,8923,890,0,21,492,275,492,275,0,21,1895,744,1820,742,75,61,2712,404
86000US32656,"32656",15150,1049,13060,1085,9912,1120,9835,1090,77,98,769,352,680,309,89,88,2379,633,2232,577,147,99,2090,410
86000US32658,"32658",375,148,329,133,144,94,144,94,0,14,60,66,57,65,3,5,125,94,125,94,0,14,46,66
86000US32664,"32664",391,126,270,117,204,102,204,102,0,14,0,14,0,14,0,14,66,66,66,66,0,14,121,62
86000US32666,"32666",6664,967,5219,971,4031,912,3988,908,43,48,507,336,435,292,72,87,681,385,595,335,86,63,1445,339
86000US32667,"32667",4347,596,3375,636,2504,506,2501,506,3,7,247,148,222,128,25,25,624,354,579,338,45,43,972,207
86000US32668,"32668",4678,719,3847,718,2952,600,2952,600,0,14,337,359,312,320,25,41,558,393,488,333,70,100,831,309
86000US32669,"32669",14027,1021,12286,1067,9867,1107,9784,1093,83,61,634,406,593,402,41,50,1785,666,1743,663,42,32,1741,369
86000US32680,"32680",10134,520,8320,610,5806,605,5791,607,15,24,974,429,809,367,165,102,1540,528,1422,466,118,96,1814,443
86000US32681,"32681",31,47,31,47,31,47,31,47,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
86000US32683,"32683",268,170,253,170,165,200,165,200,0,14,88,140,51,80,37,60,0,14,0,14,0,14,15,15
86000US32686,"32686",4702,667,3764,697,2760,580,2760,580,0,14,436,310,368,254,68,95,568,283,557,282,11,14,938,263
86000US32692,"32692",160,164,147,163,147,163,147,163,0,14,0,14,0,14,0,14,0,14,0,14,0,14,13,23
86000US32693,"32693",10553,818,8648,788,5794,689,5740,665,54,54,1068,382,1009,364,59,63,1786,525,1597,475,189,113,1905,300
86000US32694,"32694",2023,454,1649,481,951,408,951,408,0,14,321,175,289,151,32,37,377,261,365,256,12,14,374,116
86000US32696,"32696",12287,1020,10285,1066,7671,1103,7601,1105,70,89,487,279,455,267,32,35,2127,417,2041,404,86,57,2002,358
86000US32697,"32697",253,100,213,95,188,92,188,92,0,14,12,20,12,20,0,14,13,15,13,15,0,14,40,31
86000US32701,"32701",22664,1018,16834,1187,11002,1216,10942,1205,60,45,1416,582,1296,512,120,97,4416,894,4224,869,192,83,5830,621
86000US32702,"32702",2726,408,2250,382,1347,282,1347,282,0,14,320,157,301,149,19,23,583,298,553,290,30,29,476,167
86000US32703,"32703",53296,2499,45401,2673,29228,2063,28962,2078,266,147,4050,943,3441,807,609,252,12123,2081,11468,1967,655,280,7895,824
86000US32707,"32707",35958,1133,28658,1331,20943,1098,20766,1088,177,119,2113,627,1905,575,208,98,5602,836,5215,786,387,161,7300,742
86000US32708,"32708",45196,865,38884,1183,30192,1668,30080,1672,112,112,2278,692,2019,582,259,168,6414,1207,6091,1142,323,180,6312,824
86000US32709,"32709",1832,429,1654,437,1225,349,1225,349,0,14,0,14,0,14,0,14,429,310,364,263,65,83,178,104
86000US32712,"32712",48115,2068,43358,2151,33480,2149,32864,2089,616,413,3098,1042,2656,825,442,299,6780,1605,6308,1509,472,198,4757,646
86000US32713,"32713",20780,138,16893,630,13767,901,13620,880,147,119,857,509,695,406,162,137,2269,607,2215,572,54,73,3887,646
86000US32714,"32714",37824,1306,29707,1469,18898,1376,18769,1355,129,99,3408,961,3055,849,353,157,7401,1103,6756,971,645,258,8117,785
86000US32720,"32720",30881,1544,24980,1623,16656,1374,16544,1375,112,100,1879,732,1714,675,165,105,6445,1216,6063,1174,382,261,5901,704
86000US32724,"32724",35750,1304,28443,1364,20469,1293,20075,1238,394,165,2043,733,1780,664,263,119,5931,1153,5471,1040,460,232,7307,683
86000US32725,"32725",49593,1428,43473,1617,31048,2004,30713,1954,335,248,4533,1115,4022,973,511,202,7892,1206,7433,1171,459,187,6120,691
86000US32726,"32726",22157,648,18526,841,12571,1086,12499,1083,72,68,1279,523,1188,466,91,79,4676,918,4435,878,241,118,3631,510
86000US32730,"32730",5859,819,4238,960,2969,851,2952,843,17,31,900,532,849,511,51,69,369,289,251,182,118,114,1621,429
86000US32732,"32732",4576,626,4052,673,3519,585,3519,585,0,14,388,409,321,323,67,92,145,143,127,123,18,31,524,195
86000US32735,"32735",4728,629,3957,672,3105,702,3105,702,0,14,0,14,0,14,0,14,852,461,789,407,63,77,771,203
86000US32736,"32736",10831,986,9888,1045,8765,1034,8680,1038,85,79,637,307,556,277,81,67,486,200,441,178,45,48,943,204
86000US32738,"32738",45561,1161,40881,1323,28419,2061,28308,2061,111,69,4633,1158,4030,995,603,248,7829,1335,7427,1284,402,156,4680,669
86000US32744,"32744",3807,455,3188,497,2313,544,2310,543,3,14,146,104,136,99,10,13,729,219,609,168,120,91,619,187
86000US32746,"32746",45013,1216,38692,1479,31022,1426,30898,1413,124,88,1926,608,1705,510,221,151,5744,1093,5454,1027,290,141,6321,801
86000US32750,"32750",24680,744,21031,827,15921,959,15879,953,42,39,1100,374,990,334,110,60,4010,636,3588,583,422,164,3649,428
86000US32751,"32751",22231,1167,18887,1317,13762,1178,13622,1197,140,73,1229,537,1110,477,119,98,3896,827,3803,828,93,51,3344,458
86000US32754,"32754",10984,871,9500,909,7123,926,7080,913,43,46,574,293,562,285,12,20,1803,702,1635,659,168,112,1484,269
86000US32757,"32757",27620,1481,22886,1566,16924,1643,16779,1596,145,188,1493,558,1354,523,139,95,4469,1072,4227,1000,242,175,4734,609
86000US32759,"32759",3014,564,2541,563,1796,436,1768,434,28,26,258,204,227,181,31,28,487,376,422,335,65,90,473,138
86000US32763,"32763",22971,1074,18735,987,13261,1261,13041,1229,220,167,1550,592,1222,429,328,219,3924,955,3707,918,217,121,4236,539
86000US32764,"32764",3165,353,2850,360,1892,358,1849,348,43,37,566,235,514,226,52,37,392,213,382,211,10,11,315,116
86000US32765,"32765",63402,1470,52493,1448,41897,1719,41455,1717,442,210,2913,696,2565,589,348,174,7683,1243,7357,1199,326,179,10909,878
86000US32766,"32766",16788,789,16197,790,14003,1056,13897,1043,106,77,864,334,805,318,59,41,1330,479,1284,467,46,38,591,201
86000US32767,"32767",3329,702,2821,724,1733,468,1733,468,0,14,215,276,215,276,0,14,873,555,765,468,108,139,508,208
86000US32771,"32771",55930,1996,46542,2202,32367,2248,31927,2126,440,561,2379,741,2075,693,304,123,11796,1725,11356,1646,440,203,9388,1042
86000US32773,"32773",30296,1256,25542,1453,16207,1270,16089,1264,118,77,2335,796,1968,661,367,224,7000,1468,6557,1341,443,214,4754,618
86000US32776,"32776",12029,1430,10414,1488,7330,1253,7281,1259,49,83,1563,978,1251,727,312,275,1521,630,1440,597,81,105,1615,502
86000US32778,"32778",21540,697,17363,794,12933,898,12835,912,98,94,852,338,717,288,135,80,3578,619,3406,593,172,99,4177,503
86000US32779,"32779",29514,895,26280,999,21900,1165,21800,1158,100,61,1185,370,1061,317,124,70,3195,694,2870,624,325,118,3234,351
86000US32780,"32780",35944,1060,28232,1332,20843,1436,20536,1517,307,269,1935,608,1718,519,217,123,5454,895,5094,812,360,234,7712,692
86000US32784,"32784",12346,1112,11089,1110,8132,1040,8085,1030,47,52,591,304,534,257,57,71,2366,831,1996,739,370,237,1257,358
86000US32789,"32789",24912,849,19276,1007,15472,1078,15418,1078,54,33,1151,407,941,302,210,139,2653,585,2511,559,142,82,5636,527
86000US32792,"32792",51091,1713,35239,1594,22200,1706,22084,1718,116,90,4231,1005,3375,803,856,338,8808,1345,8352,1222,456,219,15852,1098
86000US32796,"32796",20215,1031,16596,1074,11369,1016,11251,1023,118,101,1349,566,1194,520,155,94,3878,973,3788,955,90,73,3619,469
86000US32798,"32798",2882,560,2258,582,1857,518,1857,518,0,14,252,265,197,203,55,72,149,196,149,196,0,14,624,173
86000US32801,"32801",11721,947,4371,761,3129,628,3107,627,22,34,210,239,169,188,41,64,1032,497,1017,484,15,23,7350,622
86000US32803,"32803",20093,1223,11391,1105,8881,1007,8680,949,201,170,467,214,396,190,71,45,2043,518,1847,466,196,101,8702,841
86000US32804,"32804",17404,985,11968,917,9110,899,9029,893,81,93,730,309,630,271,100,112,2128,463,1996,435,132,90,5436,798
86000US32805,"32805",18162,1244,13158,1271,4826,905,4718,880,108,99,1148,448,1033,390,115,103,7184,1069,6863,1020,321,154,5004,598
86000US32806,"32806",26892,1300,20275,1162,14587,1091,14512,1068,75,59,2227,677,1991,600,236,109,3461,651,3129,583,332,144,6617,644
86000US32807,"32807",34552,1796,28102,1835,14804,1567,14519,1517,285,156,3431,976,2756,759,675,342,9867,1621,8845,1417,1022,374,6450,807
86000US32808,"32808",58878,1997,50640,2404,23725,2559,23425,2473,300,257,5005,1232,4299,1088,706,319,21910,2182,20383,2023,1527,456,8238,839
86000US32809,"32809",29090,1467,23676,1450,13995,1434,13703,1367,292,182,2687,856,2114,588,573,343,6994,1407,6442,1304,552,211,5414,723
86000US32810,"32810",37571,1971,31088,2247,15878,1910,15843,1907,35,36,4330,1581,3689,1287,641,342,10880,1705,10241,1622,639,212,6483,819
86000US32811,"32811",40888,2137,31807,2134,12743,1650,12567,1604,176,161,4002,895,3249,788,753,229,15062,1984,14427,1907,635,216,9081,866
86000US32812,"32812",35779,1425,27637,1492,19603,1238,19434,1231,169,121,2365,676,2084,607,281,158,5669,1076,5502,1041,167,100,8142,800
86000US32814,"32814",7961,1173,5791,1184,5016,1099,4927,1078,89,102,394,499,361,489,33,51,381,352,381,352,0,19,2170,468
86000US32817,"32817",33988,1440,25310,1591,18732,1389,18426,1380,306,146,2697,717,2196,580,501,259,3881,973,3675,943,206,117,8678,1030
86000US32818,"32818",58058,2257,53020,2411,28631,2320,28044,2303,587,307,6083,1632,5282,1411,801,377,18306,2086,17157,1998,1149,467,5038,664
86000US32819,"32819",27220,1185,22802,1257,16335,1153,16191,1155,144,100,1722,597,1543,508,179,112,4745,948,4436,921,309,187,4418,758
86000US32820,"32820",10442,1101,9774,1177,6911,795,6887,792,24,39,732,427,642,393,90,63,2131,1060,1711,740,420,483,668,288
86000US32821,"32821",17617,1494,11699,1336,7904,1216,7661,1149,243,179,872,401,798,377,74,52,2923,843,2663,798,260,149,5918,702
86000US32822,"32822",61642,2809,49390,2813,24851,2174,24448,2138,403,177,6241,1254,5552,1105,689,203,18298,2029,17305,1912,993,275,12252,921
86000US32824,"32824",46473,2879,41781,2893,32140,2747,31764,2701,376,262,3004,1262,2636,1194,368,228,6637,2138,5884,1938,753,425,4692,1115
86000US32825,"32825",61152,2398,51241,2286,33162,2276,32726,2194,436,248,3954,985,3465,928,489,191,14125,2305,13236,2206,889,307,9911,1187
86000US32826,"32826",20960,1118,14300,954,9730,929,9463,905,267,223,1375,517,1123,406,252,168,3195,775,2865,691,330,193,6660,1029
86000US32827,"32827",9427,817,8379,808,6737,784,6718,781,19,32,271,229,271,229,0,19,1371,541,1219,478,152,135,1048,310
86000US32828,"32828",69497,2784,60680,3152,45251,2924,44404,2834,847,501,6298,2295,5330,1882,968,593,9131,2411,8583,2274,548,311,8817,1558
86000US32829,"32829",20376,1832,18432,1869,15128,1818,14956,1811,172,178,944,496,773,406,171,114,2360,1094,2312,1088,48,51,1944,593
86000US32830,"32830",6,10,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,6,10
86000US32831,"32831",27,24,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,27,24
86000US32832,"32832",27902,2003,24545,2020,19334,2150,19150,2146,184,191,2170,1274,1928,1140,242,224,3041,1388,2951,1360,90,87,3357,695
86000US32833,"32833",9857,901,8863,999,6345,1169,6286,1164,59,68,356,292,356,292,0,19,2162,941,1814,828,348,195,994,332
86000US32835,"32835",47995,2142,39106,2140,24677,2362,24377,2351,300,191,5233,1381,4768,1302,465,234,9196,1708,8750,1687,446,201,8889,1140
86000US32836,"32836",20030,1571,16841,1680,14879,1530,14854,1529,25,39,1137,870,1049,832,88,107,825,433,803,423,22,33,3189,699
86000US32837,"32837",51097,2389,44829,2439,33575,2026,33223,2028,352,237,3423,1117,2985,1000,438,190,7831,1460,7170,1337,661,319,6268,1001
86000US32839,"32839",49643,2466,40022,2915,20654,2517,20406,2503,248,223,4444,1277,4046,1188,398,198,14924,2145,13964,2013,960,328,9621,963
86000US32901,"32901",22778,1042,15151,1060,8701,831,8672,831,29,34,1395,422,1245,393,150,81,5055,1039,4602,918,453,234,7627,656
86000US32903,"32903",14557,726,11599,758,9157,682,9077,676,80,74,1123,575,1000,494,123,102,1319,437,1166,377,153,116,2958,386
86000US32904,"32904",31776,1066,25372,1226,18757,1704,18532,1693,225,164,1558,691,1367,561,191,194,5057,1419,4357,1103,700,441,6404,1006
86000US32905,"32905",23067,1185,17154,1358,10602,1397,10548,1387,54,51,1660,651,1471,595,189,147,4892,1086,4533,1014,359,199,5913,590
86000US32907,"32907",44827,1277,39771,1502,27558,1863,27370,1862,188,136,3260,1115,2866,879,394,289,8953,1724,8214,1618,739,254,5056,558
86000US32908,"32908",13375,1461,12190,1536,7647,1376,7611,1369,36,60,2007,980,1888,894,119,124,2536,1143,2204,881,332,362,1185,547
86000US32909,"32909",31184,1269,26537,1404,18850,1471,18773,1461,77,79,1669,862,1187,494,482,516,6018,1239,5580,1123,438,220,4647,670
86000US32920,"32920",10283,105,7127,445,4516,579,4493,577,23,40,738,328,579,239,159,117,1873,581,1627,426,246,289,3156,420
86000US32922,"32922",16673,1377,12989,1521,6333,1305,6333,1305,0,21,1641,612,1331,513,310,174,5015,1148,4735,1063,280,180,3684,627
86000US32925,"32925",1352,174,1249,195,1101,181,1094,182,7,10,53,77,53,77,0,14,95,52,92,50,3,8,103,42
86000US32926,"32926",21213,1619,17830,1657,13028,1485,12870,1461,158,137,1562,862,1503,842,59,69,3240,876,2996,804,244,128,3383,482
86000US32927,"32927",27120,1273,22646,1626,17186,1444,17005,1424,181,135,2081,779,1800,632,281,201,3379,856,3086,770,293,155,4474,814
86000US32931,"32931",13765,331,9803,473,8324,569,8192,582,132,128,641,285,631,281,10,16,838,359,838,359,0,21,3962,339
86000US32934,"32934",18943,938,16198,981,12677,1068,12583,1032,94,84,1100,550,901,439,199,149,2421,729,2247,687,174,127,2745,284
86000US32935,"32935",41167,1288,31249,1408,19865,1275,19539,1292,326,179,2943,797,2453,626,490,216,8441,1320,7698,1186,743,252,9918,831
86000US32937,"32937",27516,752,22936,858,18732,953,18534,930,198,138,1100,368,1057,369,43,37,3104,641,2970,612,134,87,4580,535
86000US32940,"32940",41907,1861,35354,1871,28542,2073,28366,2037,176,129,1447,697,1248,620,199,142,5365,1442,5024,1350,341,330,6553,934
86000US32948,"32948",7456,773,6806,905,4624,1108,4624,1108,0,19,429,431,393,402,36,51,1753,867,1719,858,34,41,650,354
86000US32949,"32949",2468,311,2194,339,1897,388,1897,388,0,14,175,217,83,90,92,131,122,81,116,78,6,9,274,123
86000US32950,"32950",4522,303,3781,352,3468,367,3414,360,54,50,262,175,244,165,18,26,51,47,40,38,11,11,741,180
86000US32951,"32951",11974,642,10104,681,8735,726,8658,724,77,76,446,274,427,262,19,21,923,344,844,302,79,73,1870,272
86000US32952,"32952",20891,843,17220,899,13684,1073,13623,1075,61,74,1749,830,1586,710,163,137,1787,529,1684,500,103,70,3671,404
86000US32953,"32953",23600,1173,19155,1196,13811,964,13707,972,104,104,1099,451,930,364,169,148,4245,849,3867,787,378,176,4445,516
86000US32955,"32955",38625,1313,33034,1409,26730,1608,26543,1601,187,154,1544,564,1460,527,84,65,4760,1103,4162,952,598,337,5591,625
86000US32958,"32958",28481,574,23311,847,19257,1068,18990,1060,267,219,1104,541,1055,508,49,48,2950,842,2759,792,191,175,5170,647
86000US32960,"32960",21190,989,15170,1046,9172,1092,9143,1093,29,45,1429,752,1063,525,366,286,4569,1084,4167,945,402,220,6020,581
86000US32962,"32962",26409,2179,21767,2254,15215,1995,14862,1902,353,349,907,555,816,526,91,87,5645,1575,4623,1247,1022,473,4642,649
86000US32963,"32963",15022,842,12470,837,11886,801,11742,789,144,96,59,54,59,54,0,21,525,258,523,258,2,5,2552,296
86000US32966,"32966",18323,1346,14059,1238,11197,1114,11106,1080,91,115,591,347,543,320,48,68,2271,723,2195,689,76,78,4264,581
86000US32967,"32967",22267,1418,18813,1499,12570,1328,12459,1310,111,119,2687,836,2525,799,162,191,3556,980,3538,978,18,27,3454,610
86000US32968,"32968",12856,1063,11097,1063,9660,1075,9499,1061,161,133,375,237,331,213,44,40,1062,458,1005,443,57,43,1759,520
86000US32970,"32970",369,293,309,291,138,203,138,203,0,14,0,14,0,14,0,14,171,218,171,218,0,14,60,75
86000US32976,"32976",9092,690,6504,833,4843,679,4813,669,30,33,334,248,296,217,38,47,1327,574,1226,499,101,113,2588,441
86000US33001,"33001",331,124,224,112,194,107,194,107,0,14,4,10,4,10,0,14,26,30,26,30,0,14,107,71
86000US33004,"33004",15923,850,12104,1039,6806,838,6704,838,102,136,1453,633,1374,607,79,80,3845,1011,3568,899,277,183,3819,564
86000US33009,"33009",41515,417,30504,862,17292,1342,17219,1333,73,68,3203,972,3089,933,114,87,10009,1238,9593,1175,416,212,11011,862
86000US33010,"33010",44298,1358,37880,1478,21088,1484,20675,1428,413,174,5262,1082,4565,928,697,263,11530,1396,10683,1264,847,281,6418,534
86000US33012,"33012",73332,1887,64966,2112,38964,2228,38534,2167,430,192,7810,1398,6873,1291,937,300,18192,1620,17119,1546,1073,346,8366,623
86000US33013,"33013",31277,1410,27617,1556,14776,1314,14520,1324,256,137,4495,939,4017,869,478,194,8346,1242,7703,1217,643,205,3660,461
86000US33014,"33014",41788,1603,35853,1760,23364,1592,23251,1590,113,84,3974,1180,3433,1012,541,263,8515,1240,8126,1173,389,181,5935,619
86000US33015,"33015",67041,2098,60254,2336,37274,2401,36799,2386,475,236,4976,1270,4393,1143,583,186,18004,2053,16964,1968,1040,366,6787,848
86000US33016,"33016",51387,1766,47308,1990,29215,2207,29019,2199,196,116,4493,1189,3827,1044,666,295,13600,1553,12477,1433,1123,276,4079,571
86000US33018,"33018",53284,1845,49951,1907,35860,2248,35247,2200,613,293,4160,966,3605,861,555,167,9931,1406,9254,1331,677,199,3333,731
86000US33019,"33019",13686,822,10621,785,8679,769,8582,761,97,76,642,339,594,319,48,37,1300,442,1223,428,77,65,3065,330
86000US33020,"33020",44315,1486,32357,1856,17763,1825,17565,1830,198,130,4060,845,3616,753,444,175,10534,1453,9860,1357,674,189,11958,1034
86000US33021,"33021",49276,1533,41708,1733,26815,1740,26709,1720,106,91,4248,1009,3268,796,980,414,10645,1517,9807,1438,838,256,7568,729
86000US33023,"33023",73662,1921,67141,2148,37347,2569,36825,2558,522,215,7484,1175,6647,1037,837,315,22310,2074,20215,1876,2095,453,6521,735
86000US33024,"33024",76379,2093,68178,2336,42116,2521,41614,2548,502,238,7499,1433,6509,1241,990,379,18563,2098,17900,2044,663,250,8201,903
86000US33025,"33025",72775,2592,58331,3078,33338,2644,32996,2654,342,216,5406,1370,4756,1255,650,249,19587,2057,18514,2009,1073,488,14444,1488
86000US33026,"33026",31881,1081,28225,1220,19832,1203,19597,1198,235,105,2157,545,1879,471,278,139,6236,1351,5755,1227,481,226,3656,389
86000US33027,"33027",60667,2911,52522,3218,38195,3332,38148,3335,47,60,5544,2084,5288,2068,256,158,8783,1716,8208,1585,575,303,8145,1255
86000US33028,"33028",26848,1199,25309,1264,19988,1279,19826,1249,162,115,1820,635,1655,578,165,86,3501,875,3180,811,321,180,1539,303
86000US33029,"33029",48148,2922,46606,2964,35606,2707,35403,2737,203,183,3299,1617,2851,1363,448,374,7701,2150,7397,2137,304,164,1542,414
86000US33030,"33030",34864,1930,32283,2076,17052,2223,16735,2196,317,222,6043,1368,5084,1141,959,379,9188,1677,8228,1623,960,417,2581,787
86000US33031,"33031",7124,1159,6575,1236,4265,1020,4214,1016,51,84,1148,652,1023,589,125,124,1162,687,1100,677,62,59,549,298
86000US33032,"33032",50041,2525,46514,2638,25462,2118,24998,2043,464,266,5440,1702,4675,1456,765,354,15612,2049,14414,1926,1198,343,3527,694
86000US33033,"33033",57979,2425,53898,2586,30958,2606,30659,2570,299,192,6109,1461,5300,1210,809,386,16831,2102,15958,2015,873,212,4081,696
86000US33034,"33034",19114,936,17924,951,7758,1184,7697,1186,61,62,2530,879,2250,812,280,134,7636,1457,6830,1299,806,319,1190,363
86000US33035,"33035",16055,1448,15162,1541,8279,1310,8279,1310,0,21,1874,1175,1478,934,396,266,5009,1311,4720,1233,289,201,893,395
86000US33036,"33036",3456,336,2621,326,2077,299,1975,272,102,63,194,169,156,128,38,56,350,241,288,184,62,83,835,176
86000US33037,"33037",10663,647,8371,692,6747,661,6621,640,126,92,490,257,459,245,31,38,1134,330,944,262,190,140,2292,318
86000US33039,"33039",280,216,185,197,75,66,75,66,0,14,110,183,90,150,20,33,0,14,0,14,0,14,95,114
86000US33040,"33040",33203,757,24151,967,17224,1130,16944,1122,280,171,2262,679,1847,553,415,185,4665,798,3982,602,683,342,9052,816
86000US33042,"33042",6623,423,5285,450,4464,486,4402,467,62,46,365,260,333,228,32,43,456,265,394,228,62,47,1338,246
86000US33043,"33043",4850,443,3548,459,2455,374,2403,373,52,38,504,331,487,326,17,25,589,359,562,350,27,26,1302,265
86000US33050,"33050",9224,107,6816,369,4374,457,4353,458,21,31,854,359,709,284,145,90,1588,466,1415,410,173,111,2408,364
86000US33051,"33051",534,123,344,114,344,114,344,114,0,14,0,14,0,14,0,14,0,14,0,14,0,14,190,78
86000US33054,"33054",30665,1322,27200,1431,10543,1240,10491,1231,52,61,3766,935,3493,896,273,127,12891,1404,12294,1389,597,264,3465,588
86000US33055,"33055",40714,1896,37026,2091,21131,1694,20612,1643,519,209,3715,1159,3222,1039,493,198,12180,1705,11526,1592,654,331,3688,789
86000US33056,"33056",35690,1451,32921,1465,12725,1442,12624,1432,101,80,2966,863,2780,820,186,91,17230,1637,16515,1543,715,235,2769,359
86000US33060,"33060",36860,1490,29413,1775,16858,1633,16825,1635,33,38,3615,1136,3373,1065,242,141,8940,1266,8448,1222,492,207,7447,844
86000US33062,"33062",22513,961,15117,1005,13026,924,12865,908,161,134,914,378,811,323,103,77,1177,279,1106,255,71,62,7396,672
86000US33063,"33063",54478,1399,42595,1458,26940,1996,26498,1960,442,216,3322,820,2847,681,475,230,12333,1541,11705,1446,628,223,11883,901
86000US33064,"33064",60250,1744,49238,2159,28751,2274,28048,2206,703,396,5437,1451,4487,1261,950,310,15050,2367,13952,2210,1098,354,11012,1238
