geoid,name,B13016001,"B13016001, Error",B13016002,"B13016002, Error",B13016003,"B13016003, Error",B13016004,"B13016004, Error",B13016005,"B13016005, Error",B13016006,"B13016006, Error",B13016007,"B13016007, Error",B13016008,"B13016008, Error",B13016009,"B13016009, Error",B13016010,"B13016010, Error",B13016011,"B13016011, Error",B13016012,"B13016012, Error",B13016013,"B13016013, Error",B13016014,"B13016014, Error",B13016015,"B13016015, Error",B13016016,"B13016016, Error",B13016017,"B13016017, Error"
01000US,United States,76542414,11566,3987092,22278,131532,2686,678380,5237,1091334,8181,1146768,11994,660904,6407,195135,3207,83039,2178,72555322,29215,10236450,5702,10041509,6963,10240523,8216,9740342,12862,9889417,16567,9807726,17305,12599355,10911
04000US12,Florida,4643374,3323,219996,3930,6442,665,34184,1787,62020,2106,61628,2109,37701,1764,12613,961,5408,538,4423378,5159,581271,1314,586602,1840,623683,2221,592538,2156,606419,5052,615656,4584,817209,3255
86000US32003,"32003",5675,624,184,102,0,25,16,26,82,74,24,38,20,35,42,49,0,25,5491,608,897,250,619,203,365,193,611,214,908,264,981,298,1110,286
86000US32008,"32008",921,322,107,88,0,14,33,49,14,23,14,24,46,68,0,14,0,14,814,309,205,153,62,70,21,21,137,106,146,124,81,52,162,86
86000US32009,"32009",859,147,56,40,0,14,0,14,0,14,28,41,0,14,18,23,10,15,803,137,112,58,193,110,73,53,27,32,105,52,141,58,152,56
86000US32011,"32011",3813,366,158,82,4,6,4,8,101,75,19,22,21,17,0,21,9,16,3655,388,671,182,387,165,410,169,466,122,499,137,509,115,713,163
86000US32024,"32024",4089,431,240,112,0,21,83,64,89,90,20,34,48,44,0,21,0,21,3849,411,600,179,462,216,547,217,551,203,539,147,303,135,847,195
86000US32025,"32025",4425,419,89,64,0,25,51,59,17,28,11,19,10,16,0,25,0,25,4336,418,648,170,421,134,779,185,627,158,681,162,465,144,715,170
86000US32026,"32026",0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
86000US32033,"32033",587,146,77,37,0,14,0,14,77,37,0,14,0,14,0,14,0,14,510,136,52,52,60,50,0,14,0,14,46,41,95,64,257,102
86000US32034,"32034",5756,511,250,186,0,29,0,29,76,119,44,45,130,132,0,29,0,29,5506,513,709,203,539,203,726,216,619,161,641,205,1084,252,1188,232
86000US32038,"32038",1995,299,130,92,13,18,0,21,0,21,87,90,30,48,0,21,0,21,1865,279,328,121,134,105,266,112,253,114,272,116,226,109,386,134
86000US32040,"32040",1501,313,173,111,12,20,79,89,69,69,13,14,0,19,0,19,0,19,1328,284,190,119,115,76,304,148,217,114,96,55,125,76,281,108
86000US32043,"32043",6179,651,293,131,0,25,33,40,67,70,90,80,60,52,43,52,0,25,5886,648,929,340,667,279,652,268,824,268,671,184,964,270,1179,282
86000US32044,"32044",327,150,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,327,150,72,56,2,3,1,3,44,50,82,71,29,26,97,66
86000US32046,"32046",2154,267,157,86,0,19,90,65,46,55,4,6,17,22,0,19,0,19,1997,272,176,71,236,141,452,139,291,97,115,58,338,127,389,126
86000US32052,"32052",1494,181,187,98,0,19,2,11,80,55,42,49,0,19,36,52,27,40,1307,164,164,70,145,81,239,65,167,82,51,40,276,92,265,107
86000US32053,"32053",659,145,138,77,59,72,30,47,12,19,0,14,37,34,0,14,0,14,521,116,89,60,16,21,58,48,74,50,30,37,122,62,132,68
86000US32054,"32054",1906,146,91,56,0,21,37,40,17,21,16,18,13,21,8,13,0,21,1815,165,284,37,159,53,288,54,237,32,326,133,199,73,322,60
86000US32055,"32055",3694,362,151,107,0,21,45,44,101,94,5,9,0,21,0,21,0,21,3543,358,354,123,472,138,390,152,545,142,462,164,602,217,718,160
86000US32058,"32058",782,173,72,49,23,30,32,40,10,20,3,7,4,7,0,14,0,14,710,174,130,50,197,101,39,37,50,42,70,33,103,61,121,58
86000US32059,"32059",522,157,32,30,0,14,0,14,13,21,4,9,15,20,0,14,0,14,490,159,86,56,6,10,92,81,124,61,44,35,28,29,110,57
86000US32060,"32060",4631,404,183,113,30,36,44,73,56,56,0,25,22,38,31,51,0,25,4448,416,662,207,644,185,539,225,508,171,624,221,739,213,732,190
86000US32061,"32061",90,108,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,90,108,29,44,41,60,0,14,0,14,0,14,0,14,20,33
86000US32062,"32062",311,126,25,42,0,14,0,14,25,42,0,14,0,14,0,14,0,14,286,116,38,41,0,14,15,24,0,14,25,24,102,93,106,81
86000US32063,"32063",2966,446,114,100,0,21,0,21,31,52,83,79,0,21,0,21,0,21,2852,477,505,253,226,127,413,247,232,123,615,157,223,120,638,151
86000US32064,"32064",1179,234,23,39,0,19,0,19,23,39,0,19,0,19,0,19,0,19,1156,236,82,70,283,259,173,137,155,117,54,67,172,160,237,114
86000US32065,"32065",10368,906,334,171,0,29,67,55,83,73,64,78,113,132,7,15,0,29,10034,933,1659,439,897,265,1064,290,1237,275,1741,403,1483,432,1953,374
86000US32066,"32066",1184,190,17,22,0,19,0,19,0,19,0,19,5,8,0,19,12,21,1167,192,103,85,178,123,268,107,22,20,225,104,161,124,210,78
86000US32068,"32068",12963,806,776,240,14,23,228,164,230,171,165,119,72,79,54,73,13,16,12187,855,2145,415,1177,366,1227,327,1593,334,1848,321,1606,353,2591,408
86000US32071,"32071",599,175,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,599,175,15,33,38,44,78,79,256,123,43,34,49,46,120,79
86000US32072,"32072",73,90,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,73,90,0,14,0,14,57,86,0,14,0,14,0,14,16,27
86000US32073,"32073",10276,669,619,215,27,40,117,100,254,147,162,110,40,49,19,30,0,29,9657,672,907,281,1462,317,1503,277,1390,298,1360,310,1379,275,1656,298
86000US32079,"32079",15,23,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,15,23,0,14,0,14,11,21,0,14,0,14,4,9,0,14
86000US32080,"32080",3502,385,121,90,11,21,16,35,8,12,63,69,23,39,0,25,0,25,3381,379,544,161,505,277,305,156,285,109,302,112,766,147,674,151
86000US32081,"32081",3378,527,150,102,0,21,0,21,0,21,67,71,77,63,0,21,6,18,3228,542,443,215,297,212,166,129,300,220,672,216,702,237,648,234
86000US32082,"32082",5417,422,222,100,0,29,33,41,20,29,81,69,78,56,0,29,10,16,5195,422,872,172,562,175,529,205,430,139,526,171,732,178,1544,263
86000US32083,"32083",326,95,44,33,0,14,7,12,5,8,21,28,11,18,0,14,0,14,282,79,65,50,1,2,79,43,21,15,70,43,19,20,27,26
86000US32084,"32084",9264,753,475,168,0,29,92,103,182,115,113,85,72,51,16,23,0,29,8789,714,1375,321,1589,334,1256,289,1065,215,932,256,1205,328,1367,334
86000US32086,"32086",5691,601,252,123,0,25,17,30,79,74,85,61,71,81,0,25,0,25,5439,603,875,311,611,225,658,200,808,225,646,170,673,202,1168,276
86000US32087,"32087",1518,362,91,90,0,19,30,48,35,57,26,43,0,19,0,19,0,19,1427,344,168,163,435,279,27,44,190,126,140,94,382,231,85,74
86000US32091,"32091",3108,279,50,47,0,21,0,21,23,30,27,43,0,21,0,21,0,21,3058,283,320,103,293,150,693,116,519,157,384,151,379,116,470,85
86000US32092,"32092",8351,927,174,120,0,29,0,29,62,90,112,87,0,29,0,29,0,29,8177,895,803,307,644,274,898,357,1322,380,1606,400,1329,422,1575,438
86000US32094,"32094",362,206,44,47,0,14,10,19,21,31,0,14,13,20,0,14,0,14,318,203,93,98,0,14,36,38,0,14,98,83,28,32,63,57
86000US32095,"32095",2352,434,170,137,0,21,0,21,28,27,129,134,0,21,13,23,0,21,2182,390,242,133,261,130,120,100,150,118,489,217,279,154,641,244
86000US32096,"32096",332,123,14,19,0,14,4,6,10,18,0,14,0,14,0,14,0,14,318,118,20,17,29,38,43,35,52,35,21,23,60,39,93,66
86000US32097,"32097",4216,344,265,122,0,21,91,74,75,60,38,47,37,41,24,41,0,21,3951,339,447,147,382,183,429,194,720,184,615,189,673,158,685,168
86000US32102,"32102",330,162,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,330,162,46,42,53,61,9,15,32,26,56,44,102,65,32,31
86000US32110,"32110",1883,340,58,38,1,6,5,9,24,36,20,21,8,14,0,19,0,19,1825,340,329,241,134,54,265,122,199,82,131,78,287,93,480,150
86000US32112,"32112",1439,266,69,56,28,30,0,19,0,19,5,9,8,16,28,39,0,19,1370,272,372,173,75,65,130,66,206,112,232,97,179,93,176,86
86000US32113,"32113",1041,234,53,70,0,19,0,19,0,19,8,20,45,68,0,19,0,19,988,246,237,124,73,76,103,78,83,70,42,39,183,123,267,141
86000US32114,"32114",8540,583,398,154,68,57,47,45,116,91,119,84,48,47,0,29,0,29,8142,608,1217,251,2145,415,1302,398,732,232,751,201,764,280,1231,257
86000US32117,"32117",5671,551,165,106,0,25,0,25,118,86,14,19,0,25,11,19,22,36,5506,567,798,238,552,267,773,241,941,218,843,229,856,218,743,195
86000US32118,"32118",2417,419,200,140,0,21,36,52,66,87,59,66,0,21,31,28,8,14,2217,413,143,66,379,174,509,188,238,95,323,138,331,170,294,121
86000US32119,"32119",4582,352,227,118,33,38,11,14,94,82,72,62,17,25,0,25,0,25,4355,362,489,155,842,232,585,219,408,111,621,144,509,169,901,175
86000US32124,"32124",1086,197,42,40,0,19,0,19,0,19,42,40,0,19,0,19,0,19,1044,199,103,55,122,93,66,41,140,84,248,77,117,53,248,98
86000US32127,"32127",5268,462,250,112,0,29,11,17,92,76,88,77,35,39,15,24,9,13,5018,468,514,166,614,207,774,228,604,167,732,217,603,162,1177,206
86000US32128,"32128",3947,638,236,161,84,129,0,25,0,25,101,100,31,48,20,32,0,25,3711,581,385,182,274,149,381,220,429,187,740,265,694,231,808,241
86000US32129,"32129",4589,495,36,29,0,25,0,25,0,25,20,22,7,12,9,14,0,25,4553,493,592,192,752,238,551,206,574,187,604,194,674,223,806,230
86000US32130,"32130",1052,234,45,47,23,37,0,19,22,34,0,19,0,19,0,19,0,19,1007,227,59,64,150,81,102,80,123,77,151,103,186,113,236,116
86000US32131,"32131",710,183,46,53,0,14,12,20,34,49,0,14,0,14,0,14,0,14,664,188,173,121,15,20,173,113,81,65,77,42,38,45,107,53
86000US32132,"32132",1286,194,49,49,0,19,12,20,0,19,0,19,0,19,37,45,0,19,1237,195,138,80,177,95,280,133,225,133,127,61,135,75,155,70
86000US32133,"32133",8,20,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,8,20,0,14,0,14,0,14,0,14,0,14,0,14,8,20
86000US32134,"32134",1297,318,19,24,0,19,0,19,14,24,0,19,0,19,0,19,5,7,1278,321,214,114,106,77,126,110,154,71,98,88,281,122,299,120
86000US32136,"32136",1146,221,87,60,0,19,0,19,11,16,36,39,29,41,11,18,0,19,1059,218,85,56,82,70,201,105,139,123,93,53,121,47,338,130
86000US32137,"32137",7449,516,110,68,10,17,30,39,21,30,24,28,25,31,0,29,0,29,7339,508,1388,301,869,169,620,162,872,212,1055,248,1106,215,1429,193
86000US32139,"32139",127,103,18,30,0,14,0,14,0,14,0,14,18,30,0,14,0,14,109,82,32,52,0,14,0,14,21,33,36,54,0,14,20,23
86000US32140,"32140",224,125,15,25,0,14,0,14,15,25,0,14,0,14,0,14,0,14,209,121,14,23,37,53,34,56,26,41,17,30,53,66,28,34
86000US32141,"32141",3430,428,191,112,21,30,0,21,109,99,41,46,7,11,13,20,0,21,3239,424,439,162,399,150,469,198,341,132,454,201,370,114,767,204
86000US32145,"32145",1290,251,24,29,0,19,8,22,8,14,8,14,0,19,0,19,0,19,1266,251,136,96,143,89,128,71,258,128,190,124,160,99,251,85
86000US32147,"32147",139,171,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,139,171,41,61,35,54,0,14,13,20,0,14,0,14,50,77
86000US32148,"32148",1949,318,221,141,0,21,194,138,0,21,27,26,0,21,0,21,0,21,1728,302,161,96,259,160,278,130,282,126,157,93,299,152,292,142
86000US32157,"32157",133,107,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,133,107,45,48,0,14,0,14,0,14,47,48,0,14,41,63
86000US32159,"32159",2702,303,182,106,0,25,8,12,89,74,28,32,0,25,29,41,28,46,2520,306,352,121,353,124,303,139,320,145,362,167,356,129,474,115
86000US32162,"32162",1023,400,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,1023,400,216,174,49,82,0,32,234,223,0,32,336,200,188,142
86000US32164,"32164",9704,556,246,151,8,12,64,58,40,36,70,100,37,41,27,47,0,29,9458,559,1373,309,992,240,969,190,1250,221,1310,315,1410,274,2154,328
86000US32168,"32168",4538,515,139,91,0,25,0,25,71,52,55,71,13,20,0,25,0,25,4399,498,573,186,487,228,703,223,539,160,725,185,563,149,809,226
86000US32169,"32169",1442,333,96,64,0,21,23,37,26,35,34,34,0,21,13,20,0,21,1346,334,111,76,201,131,277,173,105,50,193,90,197,117,262,111
86000US32174,"32174",8405,625,313,152,15,23,57,73,92,89,101,77,35,42,4,9,9,13,8092,610,1103,289,963,265,1228,288,847,229,1298,269,844,197,1809,344
86000US32176,"32176",2166,321,40,32,0,21,22,26,0,21,2,6,16,16,0,21,0,21,2126,320,319,107,220,123,233,101,341,133,189,83,376,137,448,131
86000US32177,"32177",6290,444,185,119,0,25,41,57,103,94,41,43,0,25,0,25,0,25,6105,431,880,237,684,186,861,174,846,171,954,262,728,201,1152,163
86000US32179,"32179",1612,442,122,95,0,19,25,37,65,91,32,37,0,19,0,19,0,19,1490,443,86,71,274,213,197,157,227,135,128,97,140,114,438,258
86000US32180,"32180",804,184,24,25,0,14,0,14,24,25,0,14,0,14,0,14,0,14,780,185,152,83,67,56,71,46,108,67,126,88,132,89,124,61
86000US32181,"32181",601,216,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,601,216,129,91,129,87,51,45,38,34,92,60,64,51,98,67
86000US32187,"32187",244,136,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,244,136,0,14,15,23,22,37,18,28,66,100,79,76,44,42
86000US32189,"32189",812,260,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,812,260,179,160,110,78,102,98,79,65,56,63,5,7,281,123
86000US32190,"32190",374,240,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,374,240,47,58,161,185,7,12,39,36,49,48,50,50,21,37
86000US32193,"32193",113,63,7,10,0,14,0,14,0,14,7,10,0,14,0,14,0,14,106,63,17,20,24,27,17,22,13,14,10,13,13,24,12,12
86000US32195,"32195",733,231,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,733,231,178,93,105,83,67,74,41,38,69,55,168,113,105,89
86000US32202,"32202",1287,277,100,67,22,21,27,42,25,27,7,15,19,23,0,19,0,19,1187,265,67,55,205,114,290,113,167,72,123,58,116,72,219,124
86000US32204,"32204",2089,392,55,65,0,19,53,64,0,19,0,19,0,19,2,7,0,19,2034,375,122,91,382,170,600,220,385,135,179,100,268,144,98,57
86000US32205,"32205",8284,670,716,237,5,9,157,99,138,96,109,77,279,162,28,43,0,29,7568,617,711,208,557,174,1672,343,1196,263,1232,271,847,191,1353,273
86000US32206,"32206",3810,395,252,110,12,18,84,76,87,59,37,45,18,18,7,11,7,12,3558,396,352,104,345,113,618,178,528,125,592,140,451,109,672,146
86000US32207,"32207",8451,597,428,174,0,29,42,54,159,100,201,129,26,31,0,29,0,29,8023,589,671,191,1196,254,1360,293,1465,314,1149,232,986,223,1196,194
86000US32208,"32208",7427,727,347,141,41,54,161,97,67,73,37,39,0,29,13,20,28,40,7080,721,1043,258,729,222,933,305,1216,332,1244,263,700,189,1215,277
86000US32209,"32209",7903,617,551,171,21,27,189,115,144,79,131,87,45,44,21,33,0,29,7352,604,956,255,816,200,1420,303,1130,249,929,189,821,229,1280,246
86000US32210,"32210",15744,734,1165,285,39,46,192,99,312,163,407,212,208,103,7,12,0,32,14579,738,1834,332,1567,342,2574,412,2140,331,1989,323,2147,353,2328,343
86000US32211,"32211",9417,648,645,186,33,45,285,144,132,78,124,75,48,70,23,25,0,29,8772,643,1198,271,1231,225,1390,352,1428,252,1015,215,1168,247,1342,205
86000US32212,"32212",604,207,31,32,0,14,10,15,21,27,0,14,0,14,0,14,0,14,573,199,55,37,352,193,36,31,47,47,32,28,51,51,0,14
86000US32216,"32216",9784,772,519,236,29,44,35,55,242,162,62,73,143,120,8,18,0,29,9265,739,1221,444,1072,298,1616,399,1673,307,1162,324,1078,256,1443,331
86000US32217,"32217",4427,477,260,139,0,21,0,21,29,36,113,100,67,65,51,57,0,21,4167,498,534,240,283,139,1171,371,405,147,764,252,322,94,688,173
86000US32218,"32218",16202,1024,930,298,3,6,270,231,224,128,129,128,207,150,37,59,60,53,15272,996,1758,360,1987,438,2326,413,2234,394,2461,439,1765,383,2741,462
86000US32219,"32219",3029,668,212,127,7,11,33,42,74,77,21,33,65,80,0,21,12,19,2817,623,397,296,320,200,206,112,242,182,487,213,483,207,682,292
86000US32220,"32220",2781,429,218,131,0,21,37,56,0,21,163,122,18,28,0,21,0,21,2563,424,276,128,300,172,323,142,267,154,378,153,500,195,519,187
86000US32221,"32221",7363,672,422,174,15,24,0,29,99,96,110,79,107,86,72,109,19,29,6941,654,1211,309,850,259,840,258,678,262,1076,252,1165,261,1121,309
86000US32222,"32222",2827,439,133,99,32,47,68,81,0,21,16,25,17,29,0,21,0,21,2694,424,255,123,216,116,300,153,518,258,416,162,504,196,485,137
86000US32223,"32223",4622,376,195,84,0,25,47,42,46,44,86,62,11,18,5,9,0,25,4427,385,519,145,613,179,517,169,592,151,566,155,624,147,996,206
86000US32224,"32224",12135,851,506,196,0,29,14,23,124,120,168,89,138,95,41,40,21,34,11629,882,2227,372,2017,490,1422,349,1341,322,1546,284,1412,307,1664,320
86000US32225,"32225",13015,881,605,190,0,32,172,112,168,96,135,77,89,84,33,33,8,13,12410,893,1410,312,1663,303,1919,407,1705,311,1642,250,1505,252,2566,343
86000US32226,"32226",3731,447,204,104,0,21,0,21,68,49,69,72,67,66,0,21,0,21,3527,476,365,143,258,138,565,221,492,161,531,133,680,185,636,201
86000US32227,"32227",725,217,31,22,0,14,9,12,17,16,0,14,5,8,0,14,0,14,694,216,101,76,284,149,76,38,105,33,63,30,37,29,28,22
86000US32228,"32228",63,63,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,63,63,10,20,31,29,11,23,0,14,11,22,0,14,0,14
86000US32233,"32233",5319,462,181,106,0,25,35,30,126,93,7,12,0,25,13,19,0,25,5138,455,461,168,769,183,595,157,656,165,1022,246,558,141,1077,168
86000US32234,"32234",995,158,72,63,0,19,9,14,4,8,59,63,0,19,0,19,0,19,923,147,118,46,63,37,140,82,125,75,84,57,188,70,205,85
86000US32244,"32244",14928,986,1430,298,90,112,303,138,519,220,277,112,221,132,20,36,0,32,13498,1032,1863,423,1800,477,2051,465,2161,394,1942,363,1512,314,2169,407
86000US32246,"32246",14516,1224,773,213,0,32,140,88,209,126,287,144,137,104,0,32,0,32,13743,1205,1385,302,1698,486,2788,569,2592,521,1566,350,1323,249,2391,435
86000US32250,"32250",5784,408,301,141,0,25,0,25,51,47,122,61,128,100,0,25,0,25,5483,400,489,176,352,152,1137,296,1019,301,910,223,727,151,849,170
86000US32254,"32254",3318,374,218,97,26,40,51,49,59,60,28,37,0,21,0,21,54,64,3100,377,438,153,208,106,578,205,564,160,343,122,402,129,567,148
86000US32256,"32256",13125,871,759,290,48,75,71,56,318,177,222,160,34,40,0,29,66,62,12366,908,859,297,2229,454,2795,492,1812,351,1746,381,1353,296,1572,311
86000US32257,"32257",8418,544,698,198,0,29,39,23,232,149,312,149,106,63,9,13,0,29,7720,538,975,259,1057,224,1057,283,1247,263,1131,269,937,182,1316,243
86000US32258,"32258",8643,766,928,363,0,29,0,29,139,167,578,303,94,86,117,155,0,29,7715,693,824,299,744,263,1430,451,1239,412,1271,290,977,301,1230,307
86000US32259,"32259",13105,756,735,229,35,55,27,46,107,66,233,136,259,131,44,54,30,36,12370,765,2150,346,1089,246,992,350,1211,236,1757,362,2298,373,2873,372
86000US32266,"32266",1918,276,41,42,0,19,0,19,0,19,16,21,25,39,0,19,0,19,1877,278,212,113,407,255,326,145,218,122,287,90,135,85,292,135
86000US32277,"32277",9537,729,502,180,4,11,140,84,205,143,89,69,50,55,14,24,0,29,9035,714,1268,304,1407,339,1694,366,1322,317,1201,262,1066,234,1077,254
86000US32301,"32301",11908,658,570,209,0,29,165,125,127,76,180,113,68,44,25,30,5,7,11338,613,2097,276,3218,470,1998,295,1313,273,861,163,870,169,981,180
86000US32303,"32303",13629,948,579,209,20,31,60,64,176,131,206,126,108,77,0,29,9,15,13050,914,940,246,3606,682,2591,400,1747,254,1672,290,1066,205,1428,278
86000US32304,"32304",21966,1116,308,163,31,59,152,121,69,76,50,54,6,12,0,29,0,29,21658,1120,5591,591,11166,850,2215,301,1023,199,509,183,578,206,576,135
86000US32305,"32305",5121,493,247,138,68,87,90,88,60,44,9,15,20,31,0,25,0,25,4874,471,707,183,921,283,674,219,528,176,658,191,802,214,584,142
86000US32308,"32308",5207,571,182,77,0,25,0,25,37,31,126,68,19,20,0,25,0,25,5025,567,386,129,1038,335,851,265,639,174,593,195,721,211,797,173
86000US32309,"32309",6630,452,305,114,0,29,46,54,57,42,106,68,96,73,0,29,0,29,6325,467,877,178,696,275,771,264,863,205,964,199,1243,206,911,189
86000US32310,"32310",4522,525,101,64,0,21,51,51,8,12,14,21,22,28,0,21,6,10,4421,530,941,195,1203,342,344,172,533,153,450,156,461,135,489,152
86000US32311,"32311",6591,491,209,124,0,25,78,83,55,43,72,75,4,7,0,25,0,25,6382,510,581,180,836,251,1074,237,874,192,949,180,831,175,1237,228
86000US32312,"32312",7491,548,469,154,0,29,41,46,125,97,127,75,146,102,11,16,19,31,7022,554,1512,274,794,248,495,196,501,139,928,208,1036,188,1756,263
86000US32317,"32317",2744,275,132,82,0,21,30,48,24,25,32,35,46,54,0,21,0,21,2612,277,369,110,289,123,198,82,353,121,368,114,407,114,628,151
86000US32320,"32320",725,135,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,725,135,71,55,94,47,116,49,85,61,107,63,92,54,160,61
86000US32321,"32321",1111,209,108,109,0,19,44,57,7,11,0,19,57,80,0,19,0,19,1003,198,254,90,91,103,68,41,74,45,123,75,202,98,191,68
86000US32322,"32322",265,70,18,24,0,14,0,14,3,7,12,22,3,6,0,14,0,14,247,73,36,27,24,24,43,33,14,22,38,32,26,22,66,36
86000US32323,"32323",0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
86000US32324,"32324",792,149,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,792,149,71,57,146,91,69,49,62,56,129,59,109,58,206,87
86000US32327,"32327",5641,290,197,110,0,25,41,43,40,63,59,60,41,41,16,26,0,25,5444,307,758,132,505,52,582,126,814,144,952,259,859,194,974,234
86000US32328,"32328",756,150,16,24,0,14,16,24,0,14,0,14,0,14,0,14,0,14,740,151,105,77,75,61,51,45,168,41,111,66,124,68,106,59
86000US32330,"32330",146,71,9,15,0,14,0,14,9,15,0,14,0,14,0,14,0,14,137,70,21,21,7,13,2,3,20,29,43,33,19,18,25,24
86000US32331,"32331",903,180,84,77,0,14,0,14,47,54,1,9,0,14,36,53,0,14,819,175,47,40,112,80,119,63,139,73,48,38,140,75,214,105
86000US32332,"32332",220,97,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,220,97,27,24,21,22,19,21,25,25,63,40,29,25,36,31
86000US32333,"32333",1911,332,105,87,46,55,0,21,0,21,53,66,3,5,3,7,0,21,1806,317,150,93,349,159,213,96,187,95,190,109,229,102,488,131
86000US32334,"32334",382,87,33,35,0,14,12,21,21,28,0,14,0,14,0,14,0,14,349,77,0,14,56,41,43,31,196,45,0,14,23,30,31,31
86000US32336,"32336",171,74,10,16,0,14,0,14,0,14,0,14,10,16,0,14,0,14,161,73,10,15,0,14,0,14,53,44,32,45,17,25,49,35
86000US32340,"32340",2002,240,293,115,0,21,31,40,81,69,18,28,84,66,0,21,79,49,1709,231,302,102,221,87,202,118,192,70,246,87,321,117,225,99
86000US32343,"32343",1026,130,64,54,0,14,19,28,0,14,32,49,13,20,0,14,0,14,962,147,140,67,55,43,79,51,178,88,207,71,136,59,167,67
86000US32344,"32344",2092,153,109,63,0,21,0,21,51,49,20,19,13,14,25,37,0,21,1983,150,332,124,246,83,247,88,186,61,267,100,289,94,416,99
86000US32346,"32346",375,149,18,31,0,14,0,14,0,14,0,14,18,31,0,14,0,14,357,140,54,53,17,29,140,92,0,14,0,14,16,34,130,93
86000US32347,"32347",1521,182,317,155,0,19,78,71,35,52,136,93,68,66,0,19,0,19,1204,233,176,83,130,88,140,95,154,89,122,76,288,107,194,97
86000US32348,"32348",1972,188,192,110,0,21,18,34,0,21,61,67,48,73,0,21,65,59,1780,220,311,114,104,81,281,94,170,128,234,121,321,139,359,135
86000US32350,"32350",207,121,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,207,121,24,27,0,14,68,72,30,25,0,14,40,45,45,45
86000US32351,"32351",5319,383,159,110,20,28,55,67,6,11,22,25,55,74,1,3,0,21,5160,411,613,161,662,153,775,154,682,132,816,163,804,160,808,170
86000US32352,"32352",1335,308,118,85,0,19,49,73,41,61,28,49,0,19,0,19,0,19,1217,308,159,117,138,111,278,170,93,79,313,118,144,94,92,71
86000US32355,"32355",31,23,7,9,0,14,0,14,0,14,0,14,5,8,0,14,2,3,24,21,10,14,0,14,0,14,0,14,0,14,8,11,6,10
86000US32356,"32356",0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
86000US32358,"32358",411,174,27,37,0,14,0,14,0,14,27,37,0,14,0,14,0,14,384,168,45,60,9,9,73,63,22,40,120,101,38,57,77,47
86000US32359,"32359",141,87,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,141,87,0,14,26,34,41,45,0,14,39,46,27,44,8,13
86000US32361,"32361",62,53,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,62,53,0,14,6,11,24,36,0,14,0,14,0,14,32,37
86000US32399,"32399",0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14,0,14
86000US32401,"32401",4475,469,149,75,12,18,114,70,0,25,12,18,11,17,0,25,0,25,4326,464,460,154,619,185,685,190,660,173,641,195,326,114,935,184
86000US32403,"32403",753,118,79,43,0,14,12,15,17,20,39,32,11,16,0,14,0,14,674,124,106,45,138,66,128,45,61,36,104,42,82,44,55,23
86000US32404,"32404",8758,625,628,215,0,29,73,65,249,116,62,57,202,153,20,25,22,28,8130,622,1015,229,972,227,1050,246,1455,292,1047,240,1200,278,1391,222
86000US32405,"32405",7532,567,563,165,0,29,139,105,198,105,146,75,42,36,38,62,0,29,6969,565,725,216,818,192,1104,233,898,196,1038,240,1107,242,1279,234
86000US32407,"32407",2534,309,192,93,0,21,15,23,136,78,34,30,0,21,7,13,0,21,2342,321,286,129,210,98,419,144,377,139,357,126,220,87,473,132
86000US32408,"32408",4473,371,368,132,0,21,15,18,136,90,114,75,103,73,0,21,0,21,4105,390,514,189,558,193,658,224,418,112,505,140,520,134,932,193
86000US32409,"32409",2236,361,34,34,0,21,26,29,8,15,0,21,0,21,0,21,0,21,2202,352,335,176,179,120,158,98,287,128,457,140,396,143,390,145
